"","StartDate","DAX"
"1812",2013-12-17,5773.77
"1813",2013-12-18,5799.22
"1814",2013-12-19,5799.22
"1815",2013-12-20,5631.34
"1816",2013-12-21,5581.24
"1817",2013-12-22,5621.71
"1818",2013-12-23,5742.83
"1819",2013-12-24,5689.89
"1820",2013-12-25,5644.22
"1821",2013-12-26,5648.11
"1822",2013-12-27,5748.34
"1823",2013-12-28,5784.4
"1824",2013-12-29,5886.72
"1825",2013-12-30,5870.49
"1826",2013-12-31,5933.73
